user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
What are the guidelines for using dressings and bandages?,"['## GUIDELINES IN USING DRESSING ANDBANDAGES\nUse a dressing that is large enough to extend atleast 1 inch beyond the  edges of the wound. If body tissue or organs are exposed, cover the wound with a dressing  that will not stick, such as plastic wrap or moistened gauze. then secure  the dressing with a bandage or adhesive tapes. If the bandage is over a joint, splint and make a bulky dressing so the  joint remains immobilized. if there is no movement of a wound over joint,  there should be improved healing and reduced scarring. A bandage should fit snugly but should not cut off circulation or cause the  victim discomfort. If the area beyond the wound changes in color, begins  to tingle or feel cold, or if the wound starts to swell, the bandages is too  tight and should be loosened.', ""## WHAT ARE MY TREATMENT OPTIONS?\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes\n- Wet chemicals should be flushed off affected areas with cool running water for 20 minutes or longer or until emergency help arrives\n- If you or someone else has swallowed a chemical substance or an object that could be harmful (e.g., watch battery) call poison control first (1-800-222-1222) and then 911\n- It is helpful to know what chemical product has been swallowed\n- Take it with you to the hospital if unsure\n- Minor electrical burns can be treated with cool (not cold or ice) compresses\n- After cleansing, a mild antibiotic ointment and bandage may be applied\n- A tetanus shot is also recommended, especially if the person has not had one in more than 10 years\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart""]","Use a dressing that is large enough to extend at least 1 inch beyond the edges of the wound. If body tissue or organs are exposed, cover the wound with a dressing that will not stick, such as plastic wrap or moistened gauze, then secure the dressing with a bandage or adhesive tapes. If the bandage is over a joint, splint and make a bulky dressing so the joint remains immobilized. If there is no movement of a wound over a joint, there should be improved healing and reduced scarring. A bandage should fit snugly but should not cut off circulation or cause discomfort. If the area beyond the wound changes in color, begins to tingle or feel cold, or if the wound starts to swell, the bandage is too tight and should be loosened.","Use a dressing large enough to extend at least 1 inch beyond the wound edges. If body tissue is exposed, use a non-stick dressing. If over a joint, splint and make a bulky dressing. A bandage should fit snugly but not cut off circulation.",1.0,0.6678292183844604,0.9999999999,1.0
What is non-adhesive dressing?,"['## Non Adhesive Dressing\n- This type of dressing does not contain an  adhesive material with it to fix thedressing.\n- It includes sterile ready made dressing or  gauze dressing.\n- The dressing material has to be held in place  by using a bandage or an improvises material  like scarf or towel.', '## WHAT ARE MY TREATMENT OPTIONS?\n- Minor burns can usually be treated at home with self-care\n- Remove person or body part from source of heat/ burn agent\n- Run cool water over the area or hold a cold compress on the area until the pain is relieved\n- Do not use butter, vaseline, ice, or other home remedies\n- Remove any tight clothing or jewelry from the area burned\n- You can apply antibiotic cream\n- Cover with a sterile gauze or non-adhesive bandage\n- Try to keep the burned area elevated to help reduce swelling\n- Serious burns/ third-degree burns\n- Seek immediate medical attention\n- You may require hospitalization or transfer to a burn unit\n- Burned tissue may be removed and covered with skin graft\n- Chemical burns\n- Dry chemicals should be brushed off the skin by a person wearing gloves\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes']","Non-adhesive dressing is a type of dressing that does not contain an adhesive material to fix it in place. It includes sterile ready-made dressing or gauze dressing, and the dressing material must be held in place using a bandage or an improvised material like a scarf or towel.",Non-adhesive dressing does not contain adhesive material. It includes sterile ready-made dressing or gauze dressing. It must be held in place using a bandage or improvised material like a scarf or towel.,1.0,0.9876986804785833,0.9999999999,1.0
What points should be considered for dressing in first aid?,"['## Points to be considered for dressing in first aid\n- If the situation permits, wash hands with  soap and water\n- Wear gloves ifavailable\n- Control bleeding before applyingdressing\n- Apply the sterile pad without touchingthe  part that comes in contact with thewound', '## 3.1 Introduction to first aid and CPR\nFollowing (ABCD) points may be noted in the patient during such emergency :  \n1. Airways : Airways are clear ?  \n2. Beathing : Respiration is adequately maintained ?  \n3. Circulation : any possibility of internal bleeding ?  \n4. Disability : difficulty in body functions or, activity limitations ?  \nIn such scenario, the following points should be kept in mind and appropriate actions taken accordingly for the benefit of the patient :  \n1. Is the environment safe for the person?\n2. Is the person conscious or unconscious?\n3. If the person appears unconscious, tap &amp; talk, shake his/her shoulder and ask loudly (shout) , ""Are you okay?""\n4. Call your local emergency helpline number.\n5. Look &amp; listen : See the movements of chest, and try to listen breathing sound\n6. Try to feel pulse at neck (carotid artery, one side, not more than 10 seconds)\n7. Begin CPR.\n8. If an AED is available, deliver one shock as instructed, then begin CPR.', '## WHAT ARE COMMON SIGNS AND SYMPTOMS?\n- First-degree\n- Redness, tenderness, pain\n- Generally no blistering\n- Minor skin damage\n- Second-degree\n- Damage extends beyond the top layer of skin\n- Blisters\n- Extremely red and painful\n- Third-degree\n- Destroy both dermis and epidermis\n- Can extend into tissue underneath\n- Can appear white or charred']","- If the situation permits, wash hands with soap and water.
- Wear gloves if available.
- Control bleeding before applying dressing.
- Apply the sterile pad without touching the part that comes in contact with the wound.",Wash hands with soap and water if possible. Wear gloves if available. Control bleeding before applying dressing. Apply the sterile pad without touching the part that contacts the wound.,1.0,0.5047305952394813,0.9999999999,1.0
What is first aid?,"[""## 3.1 Introduction to first aid and CPR\nDuring medical emergency and accidents , first aid is the first and immediate help given to a sick or injured person, which may  include cardiopulmonary resuscitation (CPR) while waiting for an ambulance/ medical help.  First aid can be performed by someone with basic medical training or, even untrained person.  \nEveryone should learn CPR properly, and also how to use an automated external defibrillator (AED). AED is a machine that is used for electric shock in case of cardiac arrest (stoppage of heart). The AED is usually available at public places/ commercial set-ups like malls, cinema halls and airports etc.  \nThe primary aim of first aid is to minimize pain, prevent death or serious injury from worsening. The key objectives of first aid are as follows:  \n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient."", '## BANDAGE\nThe bandage is any material  that is used to hold a dressing or  compress in place, to prevemt infection of a wound, to  apply pressure to control bleeding or to support broken  bones when used as a sling. These includes gauze,  triangular, Elastic, and tubular bandage. The most papular bandage  in first aid is the triangular bandage. A triangular bandage  may be used as open or folded. Once folded it is called  cravat.']","First aid is the first and immediate help given to a sick or injured person, which may include cardiopulmonary resuscitation (CPR) while waiting for an ambulance or medical help. It can be performed by someone with basic medical training or even an untrained person. The primary aim of first aid is to minimize pain, prevent death, or serious injury from worsening.","First aid is the first and immediate help given to a sick or injured person during a medical emergency, which may include CPR while waiting for an ambulance. It can be performed by someone with basic training or even an untrained person.",1.0,0.8452195140663206,0.9999999999,1.0
What are the primary objectives of first aid?,"[""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :"", '## BANDAGE\nThe bandage is any material  that is used to hold a dressing or  compress in place, to prevemt infection of a wound, to  apply pressure to control bleeding or to support broken  bones when used as a sling. These includes gauze,  triangular, Elastic, and tubular bandage. The most papular bandage  in first aid is the triangular bandage. A triangular bandage  may be used as open or folded. Once folded it is called  cravat.']",The primary objectives of first aid are to minimize pain and save lives. First aid done correctly should help reduce the patient's pain and stabilize the patient.,"To minimize pain and save lives, address external factors by moving the patient away from harm, and accelerate recovery from illness or injury.",1.0,1.0000000000000002,0.9999999999,1.0
What does ABCD stand for in emergency assessment?,"[""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :"", '## HOW DO I REDUCE MY RISK?\n- Test car seats and belt buckles when getting into a hot car\n- If working in a profession with a high risk of burn potential, follow all safety regulations\n- OSHA\n- Workplace safety training and emergency drills\n- Hazard communication\n- Signs\n- Color codes\n- Labels', '## Purposes of dressing-\n- To protect thewound\n- To control/ stop bleeding\n- To apply medication\n- To absorb excess moisture / discharges from  the wound\n- To prevent infection\n- To prevent further injury\n- To promote healing\n- Provide comfort']","ABCD stands for:

1. Airway: Are airways clear?
2. Breathing: Is respiration adequately maintained?
3. Circulation: Is there any possibility of internal bleeding?
4. Disability: Is there difficulty in body functions or activity limitations?",A: Airways clear? B: Breathing adequately maintained? C: Any possibility of internal bleeding? D: Difficulty in body functions or activity limitations?,0.0,0.8144602393147099,0.0,0.0
What is CPR?,"[""## 3.1 Introduction to first aid and CPR\n6. Try to feel pulse at neck (carotid artery, one side, not more than 10 seconds)\n7. Begin CPR.\n8. If an AED is available, deliver one shock as instructed, then begin CPR.  \nCardiopulmonary resuscitation (CPR) is a lifesaving procedure. It's very useful where someone's breathing and/or heartbeat has stopped. Nowadays it is expected  that everyone should learn CPR. This may save someone's life during emergency.  \nThere can be two situations regarding CPR :  \n1. If you're not trained and not confident about CPR, then provide hands-only CPR. That means chest compressions of 100 times in a minute until medical helps arrive.\n2. If you're well-trained, start CPR with 30 chest compressions followed by  two rescue breaths (mouth to mouth resuscitation; mask may be used to prevent transmission of infection).  \nCPR can keep oxygenated blood flowing to the brain and other vital organs until more definitive medical treatment restores a normal heart activity."", '## WHAT CAN I EXPECT?\n- The deeper the burn the longer it will take to heal\n- For more severe burns you may need to be hospitalized', '## DRESSING\nA  dressingis a sterile pad, compress that is  applied directly over a wound to promote  healing.']","Cardiopulmonary resuscitation (CPR) is a lifesaving procedure used when someone's breathing and/or heartbeat has stopped. It is expected that everyone should learn CPR, as it may save someone's life during an emergency. CPR can keep oxygenated blood flowing to the brain and other vital organs until more definitive medical treatment restores normal heart activity.",Cardiopulmonary resuscitation (CPR) is a lifesaving procedure used when someone's breathing or heartbeat has stopped. It keeps oxygenated blood flowing to the brain and vital organs until medical treatment restores normal heart activity.,1.0,0.7069870376396995,0.9999999999,1.0
What is hands-only CPR?,"[""## 3.1 Introduction to first aid and CPR\n6. Try to feel pulse at neck (carotid artery, one side, not more than 10 seconds)\n7. Begin CPR.\n8. If an AED is available, deliver one shock as instructed, then begin CPR.  \nCardiopulmonary resuscitation (CPR) is a lifesaving procedure. It's very useful where someone's breathing and/or heartbeat has stopped. Nowadays it is expected  that everyone should learn CPR. This may save someone's life during emergency.  \nThere can be two situations regarding CPR :  \n1. If you're not trained and not confident about CPR, then provide hands-only CPR. That means chest compressions of 100 times in a minute until medical helps arrive.\n2. If you're well-trained, start CPR with 30 chest compressions followed by  two rescue breaths (mouth to mouth resuscitation; mask may be used to prevent transmission of infection).  \nCPR can keep oxygenated blood flowing to the brain and other vital organs until more definitive medical treatment restores a normal heart activity."", ""## WHAT ARE MY TREATMENT OPTIONS?\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart\n- Cover the person with cool, wet cloths\n- Do not use butter, ointments or any other home remedy at site of electrocution\n- Do not break the blisters or remove burned skin"", '## BANDAGE\nThe bandage is any material  that is used to hold a dressing or  compress in place, to prevemt infection of a wound, to  apply pressure to control bleeding or to support broken  bones when used as a sling. These includes gauze,  triangular, Elastic, and tubular bandage. The most papular bandage  in first aid is the triangular bandage. A triangular bandage  may be used as open or folded. Once folded it is called  cravat.']",Hands-only CPR is a method of cardiopulmonary resuscitation (CPR) that involves chest compressions without ventilation support. It is recommended as the method of choice for untrained individuals because it is easier to perform. The technique involves delivering chest compressions at a rate of at least 100 compressions per minute.,"Hands-only CPR involves chest compressions without ventilation support. It is recommended for untrained individuals as it is easier to perform, with compressions at a rate of at least 100 per minute.",0.6666666666666666,0.8424188968067998,0.9999999999,1.0
What is the recommended compression to ventilation ratio for adults in CPR?,"['## CPR : Compressions with rescue breaths\nPlease note this should be tried only if you are well trained in CPR.  \nMouth-to-mouth resuscitation A universal compression to ventilation ratio of 30:2 is recommended for adults, it means 30 times chest compression followed by 2 rescue breaths, then repeat the same cycle again and again till the medical help arrives.  \nWith children, if at least 2 trained rescuers are present a ratio of 15:2 can be maintained. Rescue breaths for children and especially for babies should be relatively gentle.', ""## WHAT ARE MY TREATMENT OPTIONS?\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart\n- Cover the person with cool, wet cloths\n- Do not use butter, ointments or any other home remedy at site of electrocution\n- Do not break the blisters or remove burned skin""]",The recommended compression to ventilation ratio for adults in CPR is 30:2.,The universal compression to ventilation ratio for adults is 30:2 - 30 chest compressions followed by 2 rescue breaths.,1.0,0.9999997048385606,0.9999999999,1.0
What is the recommended compression depth for adults and children in CPR?,"['## CPR : Compression only (hands-only); C-A-B\nFor adults with cardiac arrest, compression-only (hands-only) CPR involves chest compressions without ventilation support. It is recommended as the method of choice for the untrained person (helper) as it is easier to perform.  \nThe recommended order of interventions is chest compressions, airway, breathing (CAB) in most situations, with a compression rate of at least 100 per minute in all groups. Recommended compression depth in adults and children is about 5 cm (2 inches) and in infants it is 4 centimetres.  \nIn adults, rescuers should use two hands for the chest compressions, whereas in small children one hand should be used  and two fingers (index and middle fingers) should be used in babies (infants).  \nCompression-only CPR is not as good for children who are more likely to have cardiac arrest from respiratory causes. Both, children and adults, should receive about 100 chest compressions per minute.', '## CRAVAT BANDAGE FOR THE CHEEK OR EARS\n- Use the wide cravat. Start with the  middle of the cravat over the  compress covering the cheek or  the ear.\n- Carry one end over the top of the  head and the other under the  chin.\n- Cross the ends at the opposite  side.\n- Bring the short end back around  the forehead and the long end  around the back of the head.\n- Tie them down over the compress']",The recommended compression depth in adults and children is about 5 cm (2 inches).,"About 5 cm (2 inches) for adults and children, and 4 centimeters for infants.",1.0,0.8649650409008737,0.9999999999,1.0
What is the recommended compression rate for CPR?,"['## CPR : Compression only (hands-only); C-A-B\nFor adults with cardiac arrest, compression-only (hands-only) CPR involves chest compressions without ventilation support. It is recommended as the method of choice for the untrained person (helper) as it is easier to perform.  \nThe recommended order of interventions is chest compressions, airway, breathing (CAB) in most situations, with a compression rate of at least 100 per minute in all groups. Recommended compression depth in adults and children is about 5 cm (2 inches) and in infants it is 4 centimetres.  \nIn adults, rescuers should use two hands for the chest compressions, whereas in small children one hand should be used  and two fingers (index and middle fingers) should be used in babies (infants).  \nCompression-only CPR is not as good for children who are more likely to have cardiac arrest from respiratory causes. Both, children and adults, should receive about 100 chest compressions per minute.', ""## WHAT ARE MY TREATMENT OPTIONS?\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart\n- Cover the person with cool, wet cloths\n- Do not use butter, ointments or any other home remedy at site of electrocution\n- Do not break the blisters or remove burned skin""]",The recommended compression rate for CPR is at least 100 compressions per minute in all groups.,"At least 100 compressions per minute for all groups. For trained rescuers, the rate is 100 to 120 compressions per minute.",1.0,0.9999995375075929,0.9999999999,0.5
"How many hands should be used for chest compressions in adults, children, and infants?","['## CPR : Compression only (hands-only); C-A-B\nFor adults with cardiac arrest, compression-only (hands-only) CPR involves chest compressions without ventilation support. It is recommended as the method of choice for the untrained person (helper) as it is easier to perform.  \nThe recommended order of interventions is chest compressions, airway, breathing (CAB) in most situations, with a compression rate of at least 100 per minute in all groups. Recommended compression depth in adults and children is about 5 cm (2 inches) and in infants it is 4 centimetres.  \nIn adults, rescuers should use two hands for the chest compressions, whereas in small children one hand should be used  and two fingers (index and middle fingers) should be used in babies (infants).  \nCompression-only CPR is not as good for children who are more likely to have cardiac arrest from respiratory causes. Both, children and adults, should receive about 100 chest compressions per minute.', '## CRAVAT BANDAGE FOR THE CHEEK OR EARS\n- Use the wide cravat. Start with the  middle of the cravat over the  compress covering the cheek or  the ear.\n- Carry one end over the top of the  head and the other under the  chin.\n- Cross the ends at the opposite  side.\n- Bring the short end back around  the forehead and the long end  around the back of the head.\n- Tie them down over the compress']","In adults, two hands should be used for chest compressions. In small children, one hand should be used, and in infants, two fingers (index and middle fingers) should be used for compressions.",Adults: two hands. Small children: one hand. Infants: two fingers (index and middle fingers).,1.0,0.8061409136681805,0.9999999999,1.0
What is the difference between ABC and CAB in CPR?,"['## ABC vs CAB\nThe order of CPR interventions in  new-born babies : airway, breathing, chest compressions (ABC) whereas in adults and children : chest compressions, airway, breathing (CAB).', '## WHAT ARE COMMON SIGNS AND SYMPTOMS?\n- First-degree\n- Redness, tenderness, pain\n- Generally no blistering\n- Minor skin damage\n- Second-degree\n- Damage extends beyond the top layer of skin\n- Blisters\n- Extremely red and painful\n- Third-degree\n- Destroy both dermis and epidermis\n- Can extend into tissue underneath\n- Can appear white or charred', '## Purposes of dressing-\n- To protect thewound\n- To control/ stop bleeding\n- To apply medication\n- To absorb excess moisture / discharges from  the wound\n- To prevent infection\n- To prevent further injury\n- To promote healing\n- Provide comfort']","The difference between ABC and CAB in CPR is the order of interventions. For newborn babies, the order is airway, breathing, chest compressions (ABC). In contrast, for adults and children, the order is chest compressions, airway, breathing (CAB).","For newborns: Airway, Breathing, Chest compressions (ABC). For adults and children: Chest compressions, Airway, Breathing (CAB).",1.0,1.0,0.9999999999,1.0
How long can the brain survive without oxygen before damage occurs?,"['## 3.1 Introduction to first aid and CPR\nCPR can keep oxygenated blood flowing to the brain and other vital organs until more definitive medical treatment restores a normal heart activity.  \nWhen the heart stops, the lack of oxygenated blood can cause brain damage in only a few minutes. A person may die within 5 to 10 minutes.', '## WHEN SHOULD I SEEK MEDICAL HELP?\n- Seek medical attention if the burn covers a large area of the body\n- If there are signs of a deep second-degree or third-degree burn\n- If the blisters appear to be filled with greenish or brown fluid\n- The person burned is an infant or elderly\n- If the burn was caused by electricity\n- Fever\n- Signs of an infection: puss or foul smelling\n- Excessive swelling\n- If a minor burn does not heal in 10 days to 2 weeks']",The brain can suffer damage from a lack of oxygenated blood in only a few minutes. A person may die within 5 to 10 minutes.,Brain damage can occur in only a few minutes. A person may die within 5 to 10 minutes when the heart stops.,1.0,0.818594961182014,0.9999999999,1.0
What is the recommended compression to ventilation ratio for children when two trained rescuers are present?,"['## CPR : Compressions with rescue breaths\nPlease note this should be tried only if you are well trained in CPR.  \nMouth-to-mouth resuscitation A universal compression to ventilation ratio of 30:2 is recommended for adults, it means 30 times chest compression followed by 2 rescue breaths, then repeat the same cycle again and again till the medical help arrives.  \nWith children, if at least 2 trained rescuers are present a ratio of 15:2 can be maintained. Rescue breaths for children and especially for babies should be relatively gentle.', ""## WHAT ARE MY TREATMENT OPTIONS?\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart\n- Cover the person with cool, wet cloths\n- Do not use butter, ointments or any other home remedy at site of electrocution\n- Do not break the blisters or remove burned skin""]",The recommended compression to ventilation ratio for children when two trained rescuers are present is 15:2.,15:2 ratio can be maintained when at least 2 trained rescuers are present.,1.0,0.9999997006506146,0.9999999999,1.0
What are the steps for chest compressions in CPR?,"[""## Compressions\n1. Put the person on his/her back on a firm surface.\n2. Kneel next to the person's neck and shoulders.\n3. Place the heel of one hand over the centre of the person's chest, between the nipples. Place your other hand on top of the first hand. Keep your elbows straight and position your shoulders directly above your hands.\n4. Use your upper body weight as you push straight down on the chest at least 2 inches (approximately 5 cm). Push hard at a rate of 100 compressions a minute.\n5. If you haven't been trained in CPR, continue chest compressions until there are signs of movement or until emergency medical help arrives. If you have been trained in CPR, go on to next step, opening the airway and rescue breathing.  \nCPR method, compression (Source: Wikipedia)"", '## CRAVAT BANDAGE FOR THE CHEEK OR EARS\n- Use the wide cravat. Start with the  middle of the cravat over the  compress covering the cheek or  the ear.\n- Carry one end over the top of the  head and the other under the  chin.\n- Cross the ends at the opposite  side.\n- Bring the short end back around  the forehead and the long end  around the back of the head.\n- Tie them down over the compress']","1. Put the person on his/her back on a firm surface.
2. Kneel next to the person's neck and shoulders.
3. Place the heel of one hand over the center of the person's chest, between the nipples. Place your other hand on top of the first hand. Keep your elbows straight and position your shoulders directly above your hands.
4. Use your upper body weight as you push straight down on the chest at least 2 inches (approximately 5 cm). Push hard at a rate of 100 compressions a minute.
5. If you haven't been trained in CPR, continue chest compressions until there are signs of movement or until emergency medical help arrives. If you have been trained in CPR, go on to the next step, opening the airway and rescue breathing.",Put the person on a firm surface. Kneel next to their neck and shoulders. Place heel of one hand on the center of the chest. Place other hand on top. Keep elbows straight. Push straight down at least 2 inches at a rate of 100 compressions per minute.,1.0,0.8249739464276798,0.9999999999,1.0
How do you open the airway during CPR?,"[""## Airway\nIf you're trained in CPR and you've performed 30 chest compressions, open the person's airway. Put your palm on the person's forehead and gently tilt the head back. Then with the other hand, gently lift the chin forward to open the airway."", '## CRAVAT BANDAGE FOR THE CHEEK OR EARS\n- Use the wide cravat. Start with the  middle of the cravat over the  compress covering the cheek or  the ear.\n- Carry one end over the top of the  head and the other under the  chin.\n- Cross the ends at the opposite  side.\n- Bring the short end back around  the forehead and the long end  around the back of the head.\n- Tie them down over the compress', ""## WHAT ARE MY TREATMENT OPTIONS?\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart\n- Cover the person with cool, wet cloths\n- Do not use butter, ointments or any other home remedy at site of electrocution\n- Do not break the blisters or remove burned skin""]","To open the airway during CPR, put your palm on the person's forehead and gently tilt the head back. Then, with the other hand, gently lift the chin forward to open the airway.","Put your palm on the person's forehead and gently tilt the head back. With the other hand, gently lift the chin forward to open the airway.",1.0,0.9999996038572592,0.9999999999,1.0
How is rescue breathing performed?,"[""## Breathing\nRescue breathing can be mouth-to-mouth breathing or mouth-to-nose breathing if the mouth is seriously injured or can't be opened. A mask may be used to prevent transmission of infection.  \n1. With the airway open, pinch the nostrils shut for mouth-to-mouth breathing and cover the person's mouth with yours, making a seal.\n2. Prepare to give two rescue breaths. Thirty chest compressions followed by two rescue breaths is considered one cycle.\n3. Resume chest compressions.\n4. As soon as an automated external defibrillator (AED) is available, use it while following the instructions.\n5. Continue CPR until there are signs of movement or emergency medical help arrives.  \nMouth to mouth resuscitation (Source: Wikipedia)"", ""## WHAT ARE MY TREATMENT OPTIONS?\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart\n- Cover the person with cool, wet cloths\n- Do not use butter, ointments or any other home remedy at site of electrocution\n- Do not break the blisters or remove burned skin"", '## CRAVAT BANDAGE FOR THE CHEEK OR EARS\n- Use the wide cravat. Start with the  middle of the cravat over the  compress covering the cheek or  the ear.\n- Carry one end over the top of the  head and the other under the  chin.\n- Cross the ends at the opposite  side.\n- Bring the short end back around  the forehead and the long end  around the back of the head.\n- Tie them down over the compress']","Rescue breathing can be performed as follows:

1. With the airway open, pinch the nostrils shut for mouth-to-mouth breathing and cover the person's mouth with yours, making a seal.
2. Prepare to give two rescue breaths.
3. After giving the breaths, resume chest compressions.
4. Continue CPR until there are signs of movement or emergency medical help arrives.","With airway open, pinch nostrils shut, cover the person's mouth with yours, give two rescue breaths (1 second each), watching for chest rise. Use a mask if available.",1.0,0.9999999999999999,0.9999999999,1.0
What is an AED?,"[""## 3.1 Introduction to first aid and CPR\nDuring medical emergency and accidents , first aid is the first and immediate help given to a sick or injured person, which may  include cardiopulmonary resuscitation (CPR) while waiting for an ambulance/ medical help.  First aid can be performed by someone with basic medical training or, even untrained person.  \nEveryone should learn CPR properly, and also how to use an automated external defibrillator (AED). AED is a machine that is used for electric shock in case of cardiac arrest (stoppage of heart). The AED is usually available at public places/ commercial set-ups like malls, cinema halls and airports etc.  \nThe primary aim of first aid is to minimize pain, prevent death or serious injury from worsening. The key objectives of first aid are as follows:  \n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient."", '## Adhesive dressing\nA sterile pad of absorbent gauze/ cellulose  is held in place by a layer of adhesive  material.', '## WHAT IS BURNS?\n- A burn is an injury to tissue or skin that can be caused by several sources\n- Heat\n- Sunlight\n- Chemicals\n- Electricity\n- Radiation\n- There are six degrees (types) of burns, with 1st thru 3rd being most common household or workplace related\n- First-degree: damages the outer layer of skin only (epidermis)\n- Second-degree: damages both the outer layer and the layer underneath (dermis)\n- Third-degree: damages the deepest layers of skin and underlying tissues, often destroying these tissues\n- Fourth-degree: extends into fat layer\n- Fifth-degree: extends into muscle layers\n- Sixth-degree: extends into bone\n- The severity of a burn depends on how large of an area it covers and how deep the damage goes']","An AED, or automated external defibrillator, is a machine used for delivering an electric shock in case of cardiac arrest (stoppage of heart). It is usually available at public places and commercial setups like malls, cinema halls, and airports.","An automated external defibrillator (AED) is a machine used to deliver an electric shock in case of cardiac arrest. It is available in public places like malls, cinema halls, and airports.",1.0,0.8713104476352079,0.9999999999,1.0
What should you do if you are alone performing CPR on a child?,"[""## Compressions\nIf you are alone, perform five cycles of compressions and breaths on the child - this should take about two minutes - before calling your local emergency help number and getting the AED, if one is available.  \n1. Put the child on the back on a firm surface.\n2. Kneel next to the child's neck and shoulders.\n3. Use two hands, or only one hand if the child is very small, to perform chest compressions. Press straight down on  the chest about 2 inches (approximately 5 cm). Push hard at a rate of 100 to 120 compressions a minute."", ""## WHAT ARE MY TREATMENT OPTIONS?\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart\n- Cover the person with cool, wet cloths\n- Do not use butter, ointments or any other home remedy at site of electrocution\n- Do not break the blisters or remove burned skin""]","If you are alone performing CPR on a child, you should perform five cycles of compressions and breaths, which should take about two minutes, before calling your local emergency help number and getting the AED, if one is available.",Perform five cycles of compressions and breaths (about two minutes) before calling emergency services and getting an AED.,1.0,0.9999996794797993,0.9999999999,1.0
