user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
What is the target denial rate by payer?,"['## 7.2 Monthly Reports\n- Accounts receivable aging\n- Days in accounts receivable (target: &lt;45 days)\n- Denial rate by payer (target: &lt;5%)\n- Collection rate by payer', ""## 4. Risk Assessment, Auditing, and Monitoring\nCompliance risk assessments do not have to be complicated or resource intensive.  Guidance and resources for conducting a compliance risk assessment are available on the Internet.  One resource that may be of interest is Compliance Risk Management: Applying the COSO ERM Framework (2020), written by the Society of Corporate Compliance and Ethics and the Health Care Compliance Association.  This resource discusses how to apply the enterprise risk management framework to compliance risk.  It also has a section on conducting a compliance risk assessment.  Small entities should review their own data to identify potential risks, such as claims denials, challenges to medical necessity, and patient safety data (e.g., fall rates, productreturn rates, complaints).  OIG regularly updates its Work Plan, which is also a good resource when attempting to identify potential risks.  Small entities can also generate risk information by, for example, brainstorming during a staff meeting.  After the small entity's risks are identified and analyzed, the entity can then decide how to address the high-priority issues, such as by conducting an audit, putting monitoring in place, or making process""]",The target denial rate by payer is less than 5%.,Denial rate by payer (target: < 5%),1.0,0.9999994958653404,0.9999999999,1.0
Within how many days must new hires complete required compliance training?,"['## 8.1 Required Training\n- New hire: Complete within 30 days\n- Annual: Mandatory compliance refresher\n- Quarterly: Updates on new coding guidelines', ""## Specific topics should include, for example:\nParticipation in required compliance training programs should be made a condition of continued employment or engagement by the entity.  Failure to comply with training requirements should result in consequences, up to and including possible termination of employment or engagement when warranted by the circumstances.  Completion of mandatory training should be a basic requirement of each employee's annual performance evaluation. Completion of mandatory training should also be a required component of evaluation of contractors.  Hospitals and other entities with medical staff should work closely with their chief medical officers and chiefs of staff to ensure all members of the medical staff complete required compliance training.  \nEducation should not be limited to annual formal training requirements.  The compliance officer should seek and develop opportunities to provide education on compliance topics and risks throughout the year.  \n59 For example, a compliance training course developed for hospitals would not be applicable to a home health agency.""]",New hires must complete required compliance training within 30 days.,New hire: Complete within 30 days,1.0,0.8112862081580238,0.9999999999,1.0
What is the effective date of the finance policy that supersedes all previous financial policies?,"['## 10.2 Effective Date\nThis policy supersedes all previous financial policies effective January 1, 2024.', ""## Policy Maintenance\nUp-to-date policies and procedures are a critical element of a compliance program. Entities should ensure that they finalize and make available to relevant individuals any new or revised policies and procedures before implementing or altering practices and processes.  The entity's employees, contractors, and other relevant individuals should be able to rely on an entity's policies and procedures as the entity's current instructions on a particular subject.  Having policy and procedure documents that are not up to date diminishes their credibility to the users of such policies and procedures and""]","The effective date of the finance policy that supersedes all previous financial policies is January 1, 2024.","This policy supersedes all previous financial policies effective January 1, 2024.",1.0,0.9999999999999999,0.9999999999,1.0
"According to the HHS-OIG General Compliance Program Guidance, what does the Federal anti-kickback statute prohibit?","['## A. Federal Anti-Kickback Statute\nThe Federal anti-kickback statute prohibits entities involved in Federal health care program business from engaging in some practices that are common in other business sectors, such as offering or receiving gifts to reward past or future referrals.  As a general matter, the Federal anti-kickback statute is an intent-based, criminal statute that prohibits remuneration, whether monetary, in-kind, or in other forms, in exchange for referrals of Federal health care program business.  More specifically, under the Federal anti-kickback statute, it is a criminal offense to']","The Federal anti-kickback statute prohibits remuneration, whether monetary, in-kind, or in other forms, in exchange for referrals of Federal health care program business.","The Federal anti-kickback statute prohibits entities involved in Federal health care program business from engaging in some practices that are common in other business sectors, such as offering or receiving gifts to reward past or future referrals.",1.0,0.9023728859629786,0.9999999999,1.0
What is the maximum fine for violation of the Federal anti-kickback statute?,"[""## A. Federal Anti-Kickback Statute\nViolation of the Federal anti-kickback statute constitutes a felony punishable by a maximum fine of $100,000, imprisonment up to 10 years, or both.  Conviction also will lead to mandatory exclusion from Federal health care programs, including Medicare and Medicaid.  Liability under the Federal anti-kickback statute is determined separately for each party involved.  In addition, a person who commits an act described in section 1128B(b) of the Social Security Act (the 'Act') may be subject to False Claims Act liability 4 and civil monetary penalties (CMPs). 5 OIG also may initiate administrative proceedings to exclude such person from Federal health care programs. 6""]","$100,000.","Violation of the Federal anti-kickback statute constitutes a felony punishable by a maximum fine of $100,000",1.0,0.24699527912428673,0.9999999999,1.0
What is the Physician Self-Referral Law also known as?,"[""## B. Physician Self-Referral Law\nThe Federal physician self-referral (PSL) law, also known as the 'Stark law,' prohibits a physician from making referrals for certain designated health services (DHS) payable by Medicare 9 to an entity with which the physician (or an immediate family member) has a financial relationship, unless an exception applies and its requirements are satisfied. 10 Financial relationships include ownership and investment interests as well as compensation arrangements.  For example, if a physician invests in an imaging center to which the physician refers Medicare beneficiaries for DHS, the PSL requires that the financial relationship satisfies all requirements of an applicable exception.  If it does not, the PSL prohibits the physician from making a referral for DHS to be furnished by the imaging center and prohibits the imaging center from billing Medicare (or any individual, third-party payor, or other entity) for the improperly referred DHS.""]",The Physician Self-Referral Law is also known as the 'Stark law.',"The Federal physician self-referral (PSL) law, also known as the 'Stark law'",1.0,0.9617677790160247,0.9999999999,1.0
Is the Physician Self-Referral Law a strict liability statute?,[],I'm a medical assistant. I can only answer health-related questions.,"The PSL is a strict-liability statute, which means proof of intent to violate the law is not required.",0.0,0.1172615064120487,0.0,0.0
"Under the False Claims Act, how is 'knowing' or 'knowingly' defined?","[""## C. False Claims Act\n- knowingly making or using or causing to be made or used a false record or statement to conceal, avoid, or decrease an obligation to pay or transmit money or property to the Government.  \nThe False Claims Act defines 'knowing' and 'knowingly' to mean that 'a person, with respect to information-(i) has actual knowledge of the information; (ii) acts in deliberate ignorance of the truth or falsity of the information; or (iii) acts in reckless disregard of the truth or falsity of the information; and . . . no proof of specific intent to defraud is required.' 15 In short, the False Claims Act defines 'knowing' and 'knowingly' to include not only actual knowledge but also instances in which the person acted in deliberate ignorance or reckless disregard of the truth or falsity of the information.  This means individuals and entities cannot avoid liability by deliberately ignoring inaccuracies in their claims.""]","The False Claims Act defines 'knowing' and 'knowingly' to mean that a person, with respect to information, has actual knowledge of the information, acts in deliberate ignorance of the truth or falsity of the information, or acts in reckless disregard of the truth or falsity of the information; no proof of specific intent to defraud is required.","The False Claims Act defines 'knowing' and 'knowingly' to mean that 'a person, with respect to information- (i) has actual knowledge of the information; (ii) acts in deliberate ignorance of the truth or falsity of the information; or (iii) acts in reckless disregard of the truth or falsity of the information; and ... no proof of specific intent to defraud is required.'",1.0,0.9564055409503184,0.9999999999,1.0
What potential liability can result from filing false claims under the False Claims Act?,"[""## C. False Claims Act\nFiling false claims may result in liability of up to three times the programs' loss plus an additional penalty per claim filed. 16 Under the False Claims Act, each instance of an item or a service billed to Medicare or Medicaid counts as a claim, so liability can add up quickly.  A few examples of health care claims that may be false include claims where the service is not actually rendered to the patient, is already provided under another claim, is upcoded, or is not supported by the patient's medical record.  A claim that is tainted by illegal remuneration under the Federal anti-kickback statute or submitted in violation of the PSL is also false or fraudulent, creating liability under the civil False Claims Act.""]",Filing false claims may result in liability of up to three times the programs' loss plus an additional penalty per claim filed.,Filing false claims may result in liability of up to three times the programs' loss plus an additional penalty per claim filed.,1.0,0.8072268915816171,0.9999999999,1.0
What is the deadline to report and repay overpayments to Medicare and Medicaid under the Affordable Care Act?,"[""## C. False Claims Act\nobligation to repay the money to the Government.  The Affordable Care Act included a requirement that entities must report and repay overpayments to Medicare and Medicaid by the later of: '(A) the date which is 60 days after the date on which the overpayment was identified; or (B) the date any corresponding cost report is due, if applicable.' 18 If an entity identifies billing mistakes or other non-compliance with program rules leading to an overpayment, the entity must repay the overpayments to Medicare and Medicaid to avoid False Claims Act liability."", '## 5.1 Patient Refunds\nRefunds must be processed within 30 days of:  \n- Insurance payment that creates credit balance\n- Patient overpayment identified\n- Service cancellation with prepayment\n- Approved financial assistance']",The deadline to report and repay overpayments to Medicare and Medicaid under the Affordable Care Act is 60 days after the date on which the overpayment was identified.,"The Affordable Care Act included a requirement that entities must report and repay overpayments to Medicare and Medicaid by the later of: '(A) the date which is 60 days after the date on which the overpayment was identified; or (B) the date any corresponding cost report is due, if applicable.'",0.0,0.9999999999999999,0.9999999999,1.0
What is the maximum penalty per violation for improper kickback conduct under the Civil Monetary Penalties Law?,"[""## D. Civil Monetary Penalty Authorities\nOIG is authorized to pursue monetary penalties and exclusion through a variety of civil authorities-most notably, the Civil Monetary Penalties Law (CMPL).  Under the CMPL, OIG can pursue assessments in lieu of damages, CMPs, and exclusion from participation in the Federal health care programs.  With this authority, OIG can address a wide variety of improper conduct related to Federal health care programs and other HHS programs. 19 The CMPL principally addresses fraudulent and abusive conduct.  In addition to OIG's CMP authorities that closely parallel the False Claims Act, OIG has additional CMP authorities aimed at certain specific types of conduct unique to HHS and the Federal health care programs-for example, the 'patient dumping' CMP. 20 While False Claims Act cases are pursued by DOJ on behalf of HHS in Federal court, CMP cases are administrative and pursued by OIG before an HHS administrative law judge. By statute, different categories of conduct result in different penalty amounts (for example, false claims result in penalties of up to $20,000 per item or service falsely claimed, and improper kickback conduct results in penalties of up to $100,000 per violation). 21"", '## 6.2 Penalties for Non-Compliance\n| Violation                          | Penalty                    |\n|------------------------------------|----------------------------|\n| False claim submission             | $10,000+ per claim         |\n| Upcoding                           | Triple damages + exclusion |\n| No medical necessity documentation | Claim denial + audit flag  |\n| Balance billing violation          | Fine + patient refund      |']","The maximum penalty per violation for improper kickback conduct under the Civil Monetary Penalties Law is $100,000.","improper kickback conduct results in penalties of up to $100,000 per violation",1.0,1.0000000000000002,0.9999999999,1.0
What does the Beneficiary Inducements CMP prohibit?,"[""## 1. Beneficiary Inducements CMP\n- retailer rewards; and\n- items and services tied to medical care for financially needy beneficiaries. 30  \nThe Beneficiary Inducements CMP is distinct from the Federal anti-kickback statute and the corresponding anti-kickback CMP, but the Beneficiary Inducements CMP and Federal antikickback statute often prohibit overlapping conduct.  The Beneficiary Inducements CMP 'is a separate and distinct authority, completely independent of the [Federal] anti-kickback statute.' 31 It is narrower than the Federal anti-kickback statute and the anti-kickback CMP in several ways.  For example: The Federal anti-kickback statute's prohibition applies to remuneration to induce or reward, among other things, referrals of an individual to a person for the furnishing of any item or service , and purchases of any good, facility, service, or item , payable by a Federal health care program.  In contrast, the prohibition under the Beneficiary Inducements CMP applies to remuneration that is likely to influence a beneficiary's selection of a particular provider, practitioner, or supplier for items or services reimbursable by Medicare or a State health care program.  Here are some additional distinctions:""]","The Beneficiary Inducements CMP prohibits remuneration that is likely to influence a beneficiary's selection of a particular provider, practitioner, or supplier for items or services reimbursable by Medicare or a State health care program.","The Beneficiary Inducements CMP provides for the imposition of CMPs against any person who offers or transfers remuneration to a Medicare or State health care program that the person knows or should know is likely to influence the beneficiary's selection of a particular provider, practitioner, or supplier for the order or receipt of any item or service for which payment may be made, in whole or in part, by Medicare or a State health care program.",0.6666666666666666,0.9999999999999999,0.9999999999,1.0
What is the current OIG interpretation of 'nominal in value' for the Beneficiary Inducements CMP?,"[""## 1. Beneficiary Inducements CMP\n- items and services payable by any Federal health care program (e.g., Medicare, TRICARE, and CHAMPVA) or by a State health care program.\n- The Beneficiary Inducements CMP uses a definition of 'remuneration' that does not apply for purposes of the Federal anti-kickback statute and the anti-kickback CMP. 'Remuneration' for purposes of the Beneficiary Inducements CMP is defined as including transfers of items or services for free or for other than fair market value. 32 OIG has determined that incentives that are only nominal in value are not prohibited by the Beneficiary Inducements CMP and currently interprets 'nominal in value' to mean no more than $15 per item or $75 in the aggregate on an annual basis. 33\n- The Beneficiary Inducements CMP also has exceptions to the definition of 'remuneration' that do not apply for purposes of the Federal anti-kickback statute or the anti-kickback CMP. 34""]",The current OIG interpretation of 'nominal in value' for the Beneficiary Inducements CMP is no more than $15 per item or $75 in the aggregate on an annual basis.,OIG has determined that incentives that are only nominal in value are not prohibited by the Beneficiary Inducements CMP and currently interprets 'nominal in value' to mean no more than $15 per item or $75 in the aggregate on an annual basis.,1.0,0.9999995329314014,0.9999999999,1.0
What is the maximum penalty for information blocking by a health IT developer?,"[""## 2. Information Blocking\n[35 Section 4004 of the 21st Century Cures Act, 42 U.S.C. § 300jj-52.](https://www.congress.gov/114/bills/hr34/BILLS-114hr34enr.pdf)  \n36 This includes entities that offer certified health IT as defined in 45 C.F.R. § 171.102.  \nThe penalties for engaging in information blocking depend on the type of individual or entity.  A health IT developer of certified health IT, health information exchange, or network that engages in information blocking may be subject to CMPs of up to $1 million per violation.  OIG has issued a Final Rule 39 on its investigations of and the imposition of CMPs on health IT developers of certified health IT (which includes entities that offer health IT), health information exchanges, and health information networks.  A health care provider may be subject to the appropriate disincentives as set forth by HHS in a future rulemaking. 40 Individuals and entities that meet the definition of health care provider under ONC's regulations should be mindful that they may be subject to CMPs if they meet the definition of health IT developers of certified health IT or health information exchanges and networks under ONC's regulations. 41"", '## 6.2 Penalties for Non-Compliance\n| Violation                          | Penalty                    |\n|------------------------------------|----------------------------|\n| False claim submission             | $10,000+ per claim         |\n| Upcoding                           | Triple damages + exclusion |\n| No medical necessity documentation | Claim denial + audit flag  |\n| Balance billing violation          | Fine + patient refund      |']",The maximum penalty for information blocking by a health IT developer is up to $1 million per violation.,"A health IT developer of certified health IT, health information exchange, or network that engages in information blocking may be subject to CMPs of up to $1 million per violation.",1.0,1.0,0.9999999999,1.0
What are mandatory exclusions from Federal health care programs based on?,"['## Mandatory Exclusions\nOIG is required by law to exclude from participation in all Federal health care programs individuals and entities convicted of certain types of criminal offenses, including:  \n- offenses related to the delivery of an item or service under Medicare or a State health care program;  \n[43 Section 1128B(f) of the Act, 42 U.S.C. § 1320a-7b(f).](https://www.ssa.gov/OP_Home/ssact/title11/1128B.htm#:%7E:text=(f)%20For,section%201128(h).)  \n[44 Section 1128(h) of the Act, 42 U.S.C. 1320a-7(h).](https://www.ssa.gov/OP_Home/ssact/title11/1128.htm)  \n- patient abuse or neglect;\n- felony convictions for other health care-related fraud, theft, embezzlement, breach of fiduciary responsibility, or other financial misconduct; and\n- felony convictions relating to the unlawful manufacture, distribution, prescription, or dispensing of controlled substances. 45']","Mandatory exclusions from Federal health care programs are based on convictions for certain types of criminal offenses, including offenses related to the delivery of an item or service under Medicare or a State health care program, patient abuse or neglect, felony convictions for health care-related fraud, theft, embezzlement, breach of fiduciary responsibility, other financial misconduct, and felony convictions relating to the unlawful manufacture, distribution, prescription, or dispensing of controlled substances.","OIG is required by law to exclude from participation in all Federal health care programs individuals and entities convicted of certain types of criminal offenses, including: offenses related to the delivery of an item or service under Medicare or a State health care program; patient abuse or neglect; felony convictions for other health care-related fraud, theft, embezzlement, breach of fiduciary responsibility, or other financial misconduct; and felony convictions relating to the unlawful manufacture, distribution, prescription, or dispensing of controlled substances.",1.0,0.8971473913070633,0.9999999999,1.0
What is the effect of an OIG exclusion on Federal health care program payments?,"['## Permissive Exclusions\n- engaging in arrangements that violate the Federal anti-kickback statute;\n- defaulting on health education loan or scholarship obligations; and\n- controlling a sanctioned entity as an owner, officer, or managing employee. 46  \nThe effect of an OIG exclusion is that no Federal health care program payment may be made for any items or services furnished: (1) by an excluded person, or (2) at the medical direction or on the prescription of an excluded person. 47 Payment for claims submitted to a Federal health care program for items or services furnished by an excluded individual or entity results in an overpayment, regardless of whether the excluded individual had a provider identification number and the ability to bill separately. 48  \nOIG has the legal authority to impose CMPs on individuals and entities that arrange or contract (by employment or otherwise) with an individual or entity that the person knows or should  \n[45 Section 1128(a) of the Act, 42 U.S.C. § 1320a-7(a).](https://www.ssa.gov/OP_Home/ssact/title11/1128.htm)  \n[46 Section 1128(b) of the Act, 42 U.S.C. § 1320a-7(b).](https://www.ssa.gov/OP_Home/ssact/title11/1128.htm)']","The effect of an OIG exclusion is that no Federal health care program payment may be made for any items or services furnished by an excluded person, or at the medical direction or on the prescription of an excluded person.","The effect of an OIG exclusion is that no Federal health care program payment may be made for any items or services furnished: (1) by an excluded person, or (2) at the medical direction or on the prescription of an excluded person.",1.0,0.857325438445564,0.9999999999,1.0
How often does OIG update the List of Excluded Individuals/Entities (LEIE)?,"['## Permissive Exclusions\nOIG updates the LEIE monthly, so screening each month best minimizes potential overpayment and CMP liability.  \nMany State Medicaid programs now have their own exclusion authorities and maintain their own State exclusion lists.  If an entity employs or contracts or otherwise engages with individuals or entities excluded from a State Medicaid program in which it participates, the entity may incur overpayment liability.  It may also incur CMP liability.  OIG recommends that entities check employees, contractors, and other individuals or entities that provide items and services that may be paid for by the State Medicaid programs in which they participate against such State Medicaid program exclusion lists.  \n[49 Section 1128A(a)(6) of the Act, 42 U.S.C. § 1320a-7a(a)(6).](https://www.ssa.gov/OP_Home/ssact/title11/1128A.htm)  \nFor example, if an entity has a hospital in Illinois that participates in the Illinois and Iowa state Medicaid programs, OIG recommends that the entity screen all employees and contractors who provide items or services at the facility, or who provide support to the facility, against both the Illinois and Iowa state Medicaid exclusion lists.']",OIG updates the LEIE monthly.,OIG updates the LEIE monthly,1.0,0.862264066778332,0.9999999999,1.0
What are the seven elements of an effective compliance program according to OIG?,"[""## Elements of a Successful Compliance Program\n1. Written Policies and Procedures\n2. Compliance Leadership and Oversight\n3. Training and Education\n4. Effective Lines of Communication with the Compliance Officer and Disclosure Program\n5. Enforcing Standards: Consequences and Incentives\n6. Risk Assessment, Auditing, and Monitoring\n7. ： Responding to Detected Offenses and Developing Corrective Action Initiatives  \nevolution of the health care delivery system and technology used to support that delivery system.  \nOIG's longstanding belief is that an entity's leadership should commit to implementing all seven elements to achieve a successful compliance program.  The guidance in this section is intended to help entities fulfill that commitment in a robust and meaningful way.""]","The seven elements of an effective compliance program according to OIG are: 1. Written Policies and Procedures, 2. Compliance Leadership and Oversight, 3. Training and Education, 4. Effective Lines of Communication with the Compliance Officer and Disclosure Programs, 5. Enforcing Standards: Consequences and Incentives, 6. Risk Assessment, Auditing, and Monitoring, and 7. Responding to Detected Offenses and Developing Corrective Action Initiatives.","1. Written Policies and Procedures, 2. Compliance Leadership and Oversight, 3. Training and Education, 4. Effective Lines of Communication with the Compliance Officer and Disclosure Program, 5. Enforcing Standards: Consequences and Incentives, 6. Risk Assessment, Auditing, and Monitoring, 7. Responding to Detected Offenses and Developing Corrective Action Initiatives.",1.0,0.9999999999999999,0.9999999999,1.0
To whom should the compliance officer report according to OIG guidance?,"[""## corporation's compliance with the law . . . . '  In re Caremark, 698 A.2d 959, 970 (Del. Ch. 1996).\nThe board should meet with the compliance officer on a regular basis and no less than quarterly.  The compliance officer should provide the board with regular reports regarding the entity's compliance program, activities, and risks, and participate in an oral discussion of the report with board members.  The board should reserve time at each session for an executive meeting with the compliance officer, without non-board members present, to permit the board and the compliance officer to have an uninhibited discussion of compliance risks of concern, including the adequacy of compliance staff and resources.  \nAs OIG has stated in the Practical Guidance for Health Care Boards on Compliance Oversight , '[s]cheduling regular executive sessions creates a continuous expectation of open dialogue, rather than calling such a session only when a problem arises, and is helpful to avoid suspicion among management about why a special executive session is being called.'""]",The compliance officer should report either to the CEO with direct and independent access to the board or to the board directly.,The compliance officer should report either to the CEO with direct and independent access to the board or to the board directly.,0.6666666666666666,0.8721475570801571,0.0,0.0
Should the compliance officer be responsible for the delivery of health care items and services or billing?,"[""## Quality\nTo be effective, the compliance officer should also maintain a degree of separation from the entity's delivery of health care items and services and related operations.  Thus, the compliance officer should not be responsible, either directly or indirectly, for the delivery of health care items and services or billing, coding, or claim submission.  In addition, involvement in functions such as contracting, medical review, or administrative appeals present potential conflicts. Whenever possible, the compliance officer's sole responsibility should be compliance.  \nSome compliance officers have the dual role of privacy officer.  In that case, OIG recommends that the entity ensure that the compliance officer has sufficient staff and resources to perform the additional duties associated with that expanded role.""]","No, the compliance officer should not be responsible for the delivery of health care items and services or billing.","The compliance officer should not be responsible, either directly or indirectly, for the delivery of health care items and services or billing, coding, or claim submission.",1.0,0.9999996451428835,0.9999999999,1.0
How often should the Compliance Committee meet according to OIG?,"[""## 2. Compliance Committee\nThe Compliance Committee's purpose is to aid and support the compliance officer in implementing, operating, and monitoring the Compliance Program. The Compliance Committee should meet no less than quarterly.  Having a regularly scheduled meeting may enhance routine attendance.""]",The Compliance Committee should meet no less than quarterly.,The Compliance Committee should meet no less than quarterly.,1.0,0.8787798381208245,0.9999999999,1.0
How often should compliance risk assessments be conducted according to OIG?,"[""## 1. Risk Assessment\nRisk assessment is a process for identifying, analyzing, and responding to risk.  A compliance risk assessment is a risk assessment process that looks at risk to the organization stemming from violations of law, regulations, or other legal requirements.  For entities participating in or affected by government health care programs, a compliance risk assessment focuses on risks stemming from violations of government health care program requirements  \nand other actions (or failures to act) that may adversely affect the entity's ability to comply with those requirements.  \nPeriodic compliance risk assessments should be a component of an entity's compliance program and should be conducted at least annually.  \nEntities that want to conduct compliance risk assessments more often should ensure that they dedicate the necessary time and resources for each compliance risk assessment they perform during the year.""]",Compliance risk assessments should be conducted at least annually.,Periodic compliance risk assessments should be a component of an entity's compliance program and should be conducted at least annually.,0.0,0.8819302418249781,0.9999999999,1.0
What is the deadline to notify appropriate Government authority after discovery of credible evidence of misconduct?,[],I'm a medical assistant. I can only answer health-related questions.,"If credible evidence of misconduct from any source is discovered and, after a reasonable inquiry, the compliance officer or counsel has reason to believe that the misconduct may violate criminal, civil, or administrative law, then the entity should promptly (not more than 60 days after the determination that credible evidence of a violation exists) notify the appropriate Government authority of the misconduct.",0.0,0.10427690918969264,0.0,0.0
What level of approval is required for adjustments up to $500?,"['## 5.2 Adjustment Authority\n| Amount           | Approval Required   |\n|------------------|---------------------|\n| Up to $500       | Billing Supervisor  |\n| $501 - $5,000    | Finance Manager     |\n| $5,001 - $25,000 | Finance Director    |\n| Over $25,000     | CFO                 |', ""## Who is a relevant individual?\nFor the purposes of this GCPG, a 'relevant individual' means a person whose responsibilities or activities are within the scope of the code, policy, or procedure.  Relevant individuals could include employees, contractors, patients, customers, agency staff, medical staff, subcontractors, agents, or people in other roles, or a subset of the above. Each entity needs to determine for itself who their relevant individuals are.'  \nother interested parties, including Government regulators.  Inaccurate or unreliable policies and procedures also reduce the compliance program's authority, credibility, and effectiveness at the entity.  \nOIG encourages entities to include in their disclosure program (discussed further in section III.D below) a means for employees, contractors, and other relevant individuals to contact the compliance officer or members of the Compliance Committee with questions about a policy or procedure.  \nIf the procedure for policy revision and approval impedes rapid implementation of a needed process change, OIG recommends that the entity devise a means of communicating and documenting interim policies and procedures to the relevant impacted individuals.""]",Billing Supervisor approval is required for adjustments up to $500.,Up to $500: Billing Supervisor,1.0,0.8260115089819241,0.9999999999,1.0
"What level of approval is required for adjustments between $501 and $5,000?","['## 5.2 Adjustment Authority\n| Amount           | Approval Required   |\n|------------------|---------------------|\n| Up to $500       | Billing Supervisor  |\n| $501 - $5,000    | Finance Manager     |\n| $5,001 - $25,000 | Finance Director    |\n| Over $25,000     | CFO                 |', ""## Indicators of Committee Success\n- ♦ substantive committee discussions;\n- ♦ active engagement by committee members;\n- ♦ demonstrations of authority and autonomy (within the scope of the Compliance Committee's charter);\n- ♦ accountability and follow-through of committee determinations;\n- ♦ establishment of a robust, detailed work plan;\n- ♦ and mitigation of compliance risks.  \nIn their report to the board, the compliance officer should include any recommendations they may have on adjustments to improve the Compliance Committee's performance.  Adjustments could include revisions to committee charter, scope, or membership, expectations regarding membership, and methods of ensuring committee and member accountability.""]","Approval from the Finance Manager is required for adjustments between $501 and $5,000.","$501 - $5,000: Finance Manager",1.0,0.8424024511116821,0.9999999999,1.0
What is the penalty for no medical necessity documentation?,"['## 6.2 Penalties for Non-Compliance\n| Violation                          | Penalty                    |\n|------------------------------------|----------------------------|\n| False claim submission             | $10,000+ per claim         |\n| Upcoding                           | Triple damages + exclusion |\n| No medical necessity documentation | Claim denial + audit flag  |\n| Balance billing violation          | Fine + patient refund      |', '## D. Civil Monetary Penalty Authorities\n- presenting a claim for a pattern of medical or other items or services that a person knows or should know are not medically necessary; 24\n- committing acts described in the Federal anti-kickback statute; 25\n- failing to report and return a known overpayment; 26\n- failing to provide an adequate medical screening examination for patients who present to a hospital emergency department with an emergency medical condition or in labor; 27 and\n- making a false record or statement material to a false or fraudulent claim for payment for items and services furnished under a Federal health care program. 28']",Claim denial + audit flag.,No medical necessity documentation: Claim denial + audit flag,1.0,0.26682067735129544,0.9999999999,1.0
What is the penalty for balance billing violation?,"['## 6.2 Penalties for Non-Compliance\n| Violation                          | Penalty                    |\n|------------------------------------|----------------------------|\n| False claim submission             | $10,000+ per claim         |\n| Upcoding                           | Triple damages + exclusion |\n| No medical necessity documentation | Claim denial + audit flag  |\n| Balance billing violation          | Fine + patient refund      |', '## Here are some examples of referrals that are likely to be prohibited under the PSL:\n11 Definitions and exceptions to the PSL are found at Section 1877 of the Act, 42 U.S.C. § 1395nn and at 42 C.F.R. §§ 411.350-411.389.  \n12 Violations of the PSL subject the billing entity to denial of payment for the DHS, refund of amounts collected from improperly submitted claims, and a CMP of up to $15,000 for each improper claim submitted.  Physicians who violate the PSL may also be subject to additional fines per prohibited referral.  Also, providers that enter into an arrangement that they know or should know circumvents the law may be subject to a CMP of up to $100,000 per arrangement.  Section 1877(g) of the Act, 42 U.S.C. § 1395nn.  \nFrom a compliance perspective, it is important for entities that furnish DHS to have a method to keep track of, and review closely, their financial relationships with  \nphysicians who refer Medicare patients to them.  CMS, which is the Government agency charged with interpreting the PSL, has a CMS Voluntary Self-Referral Disclosure Protocol (SRDP) that enables providers of services and suppliers to self-disclose actual or potential violations of the PSL. 13   Visit CMS SRDP FAQs for additional guidance and information about the SRDP.']",The penalty for balance billing violation is a fine plus patient refund.,Balance billing violation: Fine + patient refund,1.0,0.9844800006139661,0.9999999999,1.0
What is the self-pay discount with payment plan agreement?,"['## 4.1 Self-Pay Discount Program\nUninsured patients qualify for self-pay discount:  \n- 35% discount if paid in full within 30 days\n- 20% discount with payment plan agreement\n- Financial assistance application available for incomes below 200% of federal poverty level', '## 1. Beneficiary Inducements CMP\n- nonroutine waivers of copayments and deductibles based on individualized determinations of financial need;\n- preventive care incentives;\n- items and services that promote access to care and pose a low risk of harm;\n- retailer rewards; and\n- items and services tied to medical care for financially needy beneficiaries. 30']",The self-pay discount with payment plan agreement is 20%.,20% discount with payment plan agreement,1.0,0.9999825762220822,0.9999999999,1.0
